action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,338098,17715927,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc2cc(CN3CCN(C(=O)Nc4ccccc4)CC3)ccc2c1,,,CHEMBL3886317,,2015.0,"{'bei': '15.44', 'le': '0.28', 'lle': '1.60', 'sei': '12.93'}",CHEMBL3922842,,CHEMBL3922842,5.80,0,http://www.openphacts.org/units/Nanomolar,2846050,=,37,1,=,,IC50,nM,,1600.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,1600.0
,338099,17715928,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2cc3ccccc3c3ccccc23)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '12.89', 'le': '0.23', 'lle': '-0.24', 'sei': '14.33'}",CHEMBL3954021,,CHEMBL3954021,5.10,0,http://www.openphacts.org/units/Nanomolar,2846051,=,37,1,=,,IC50,nM,,8000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,8000.0
,338100,17715929,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2ccc3ccc4cccc5ccc2c3c45)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '16.74', 'le': '0.30', 'lle': '1.09', 'sei': '19.74'}",CHEMBL3958799,,CHEMBL3958799,7.02,0,http://www.openphacts.org/units/Nanomolar,2846052,=,37,1,=,,IC50,nM,,95.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,95.0
,338101,17715930,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2cnc3ccc(Cl)cc3c2)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '20.05', 'le': '0.39', 'lle': '3.40', 'sei': '15.76'}",CHEMBL3934803,,CHEMBL3934803,7.64,0,http://www.openphacts.org/units/Nanomolar,2846053,=,37,1,=,,IC50,nM,,23.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,23.0
,338102,17715931,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2cccc(-c3ccccc3)c2)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '17.19', 'le': '0.31', 'lle': '1.69', 'sei': '17.95'}",CHEMBL3950111,,CHEMBL3950111,6.39,0,http://www.openphacts.org/units/Nanomolar,2846054,=,37,1,=,,IC50,nM,,410.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,410.0
,338103,17715932,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2cccc(Br)n2)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '13.91', 'le': '0.31', 'lle': '2.03', 'sei': '10.77'}",CHEMBL3922376,,CHEMBL3922376,5.22,0,http://www.openphacts.org/units/Nanomolar,2846055,=,37,1,=,,IC50,nM,,6000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,6000.0
,338104,17715933,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2cccc(S(=O)(=O)c3ccc(Cl)cc3)c2)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '14.81', 'le': '0.30', 'lle': '2.44', 'sei': '9.98'}",CHEMBL3944835,,CHEMBL3944835,6.96,0,http://www.openphacts.org/units/Nanomolar,2846056,=,37,1,=,,IC50,nM,,110.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,110.0
,338105,17715934,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2ccc3cc[nH]c3c2)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '22.54', 'le': '0.41', 'lle': '4.02', 'sei': '14.67'}",CHEMBL3913379,,CHEMBL3913379,7.54,0,http://www.openphacts.org/units/Nanomolar,2846057,=,37,1,=,,IC50,nM,,29.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,29.0
,338106,17715935,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2ccc(Oc3ccccc3)cc2)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '14.71', 'le': '0.27', 'lle': '0.87', 'sei': '12.72'}",CHEMBL2164595,,CHEMBL2164595,5.70,0,http://www.openphacts.org/units/Nanomolar,2846058,=,37,1,=,,IC50,nM,,2000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,2000.0
,338107,17715936,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc2cc(CN3CCN(C(=O)Nc4ccccc4)CC3)c(Cl)nc12,,,CHEMBL3886317,,2015.0,"{'bei': '19.30', 'le': '0.37', 'lle': '3.07', 'sei': '15.72'}",CHEMBL3984894,,CHEMBL3984894,7.62,0,http://www.openphacts.org/units/Nanomolar,2846059,=,37,1,=,,IC50,nM,,24.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,24.0
,338108,17715937,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,Cn1ccc2ccc(CN3CCN(C(=O)Nc4ccccc4)CC3)cc21,,,CHEMBL3886317,,2015.0,"{'bei': '18.53', 'le': '0.34', 'lle': '2.93', 'sei': '15.94'}",CHEMBL3907927,,CHEMBL3907927,6.46,0,http://www.openphacts.org/units/Nanomolar,2846060,=,37,1,=,,IC50,nM,,350.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,350.0
,338109,17715938,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2ccc(OCc3ccccc3)cc2)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '18.67', 'le': '0.34', 'lle': '2.87', 'sei': '16.73'}",CHEMBL3968643,,CHEMBL3968643,7.50,0,http://www.openphacts.org/units/Nanomolar,2846061,=,37,1,=,,IC50,nM,,32.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,32.0
,338110,17715939,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2cccc(Oc3cc(Cl)cc(Cl)c3)c2)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '11.62', 'le': '0.23', 'lle': '-0.84', 'sei': '11.83'}",CHEMBL3942561,,CHEMBL3942561,5.30,0,http://www.openphacts.org/units/Nanomolar,2846062,=,37,1,=,,IC50,nM,,5000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,5000.0
,338111,17715940,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2ccc3c(c2)Cc2ccccc2-3)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '13.29', 'le': '0.24', 'lle': '0.49', 'sei': '14.33'}",CHEMBL3893043,,CHEMBL3893043,5.10,0,http://www.openphacts.org/units/Nanomolar,2846063,=,37,1,=,,IC50,nM,,8000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,8000.0
,338112,17715941,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,CCn1c2ccccc2c2cc(CN3CCN(C(=O)Nc4ccccc4)CC3)ccc21,,,CHEMBL3886317,,2015.0,"{'bei': '15.71', 'le': '0.29', 'lle': '1.32', 'sei': '16.00'}",CHEMBL3921056,,CHEMBL3921056,6.48,0,http://www.openphacts.org/units/Nanomolar,2846064,=,37,1,=,,IC50,nM,,330.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,330.0
,338113,17715942,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2ccc(/C=C/c3ccccc3)cc2)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '13.14', 'le': '0.24', 'lle': '0.01', 'sei': '14.68'}",CHEMBL3898465,,CHEMBL3898465,5.22,0,http://www.openphacts.org/units/Nanomolar,2846065,=,37,1,=,,IC50,nM,,6000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,6000.0
,338114,17715943,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)N1CCN(Cc2ccc(Cl)c(C(F)(F)F)c2)CC1,,,CHEMBL3886317,,2015.0,"{'bei': '17.84', 'le': '0.36', 'lle': '2.39', 'sei': '19.95'}",CHEMBL3929968,,CHEMBL3929968,7.10,0,http://www.openphacts.org/units/Nanomolar,2846066,=,37,1,=,,IC50,nM,,80.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,80.0
,338115,17715944,[],CHEMBL3887426,"Biological Assay: Assay Method 1: T84 frozen pellets (contents of 1-4x15 cm culture dishes) were homogenized in 300 mL of FAAH assay buffer (125 mM Tris, 1 mM EDTA, 0.2% glycerol, 0.02% Triton X-100, 0.4 mM Hepes, pH 9). The assay mixture was prepared from 50 uL of the cell homogenate, 10 uL of the test compound, and 40 uL of anandamide [1-3H-ethanolamine] (3H-AEA; Perkin-Elmer, 10.3 Ci/mmol), which was added last, for a final tracer concentration of 200 nM. The reaction mixture was incubated at rt for 1 hour (h). During the incubation, 96-well Multiscreen filter plates (catalog number MAFCNOB50; Millipore, Bedford, Mass., USA) were loaded with 25 uL of activated charcoal (Multiscreen column loader, catalog number MACL09625, Millipore) and washed once with 100 uL of MeOH. Also during the incubation, 96-well DYNEX MicroLite plates (catalog number NL510410) were loaded with 100 uL of MicroScint40 (catalog number 6013641, Packard Bioscience, Meriden, Conn., USA).",B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN2CCN(C(=O)Nc3ccccc3)CC2)c(C)n1-c1cccc(C(F)(F)F)c1,,,CHEMBL3886317,,2015.0,"{'bei': '13.84', 'le': '0.26', 'lle': '0.86', 'sei': '15.60'}",CHEMBL3907492,,CHEMBL3907492,6.32,0,http://www.openphacts.org/units/Nanomolar,2846067,=,37,1,=,,IC50,nM,,480.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,480.0
